MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,TotSF,TotBth,TotPorchSF,PoolNA,2ndFlrNA,SalePrice
30,RM,70.0,5684,NA,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,813.0,813.0,GasA,Ex,Y,FuseA,813,Gd,5,Typ,0,NA,Detchd,1932.0,Unf,1.0,270.0,Fa,Fa,N,NA,NA,6,2006,WD,Normal,813,1.0,113,0,0,110000
20,RL,62.0,70761,NA,IR1,Low,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,1975,1975,Gable,WdShngl,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,878.0,1533.0,GasA,TA,Y,SBrkr,1533,Gd,5,Typ,2,TA,Attchd,1975.0,Unf,2.0,576.0,TA,TA,Y,NA,NA,12,2006,WD,Normal,1533,3.0,254,0,0,280000
60,RL,82.0,9303,NA,IR1,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,6,1996,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,42.0,Gd,TA,PConc,Ex,TA,No,ALQ,Unf,130.0,872.0,GasA,Ex,Y,SBrkr,1756,TA,7,Typ,0,NA,Attchd,1996.0,Fin,2.0,422.0,TA,TA,Y,NA,NA,7,2007,WD,Normal,1756,3.5,266,0,1,204000
60,FV,75.0,9000,NA,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,768.0,768.0,GasA,Ex,Y,SBrkr,1590,Gd,6,Typ,0,NA,Attchd,2008.0,RFn,2.0,676.0,TA,TA,Y,NA,NA,6,2009,WD,Normal,1590,2.5,30,0,1,210000
90,RL,63.0,9297,NA,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,122.0,1728.0,GasA,TA,Y,SBrkr,1728,TA,8,Typ,0,NA,Detchd,1976.0,Unf,2.0,560.0,TA,TA,Y,NA,NA,7,2006,WD,Family,1728,4.0,0,0,0,188000
20,RL,80.0,9600,NA,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,1973,1973,Hip,CompShg,HdBoard,HdBoard,BrkFace,320.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,326.0,1242.0,GasA,Fa,Y,SBrkr,1242,TA,6,Typ,1,TA,Attchd,1973.0,Unf,2.0,528.0,TA,TA,Y,NA,NA,9,2007,WD,Normal,1242,1.5,0,0,0,175500
70,RM,34.0,4571,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,624.0,624.0,GasA,Fa,N,SBrkr,1344,TA,7,Typ,0,NA,Detchd,1916.0,Unf,3.0,513.0,Fa,Fa,Y,NA,NA,5,2008,COD,Abnorml,1344,1.0,96,0,1,98000
20,RL,80.5,53227,NA,IR1,Low,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1Story,4,1954,1994,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,Unf,248.0,1364.0,GasA,Ex,Y,SBrkr,1663,Gd,6,Min1,2,Gd,Attchd,1954.0,Fin,2.0,529.0,TA,TA,Y,NA,NA,3,2008,WD,Normal,1663,2.0,361,0,0,256000
70,RM,60.0,5100,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,1925,1996,Hip,CompShg,Stucco,Wd Shng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,Unf,588.0,588.0,GasA,Fa,Y,SBrkr,1666,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1.0,228.0,TA,TA,Y,MnPrv,NA,6,2008,WD,Normal,1666,1.0,255,0,1,161000
50,RL,51.0,7015,NA,IR1,Bnk,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,BrkCmn,161.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,524.0,709.0,GasA,TA,Y,SBrkr,1203,Gd,5,Typ,1,TA,Detchd,1950.0,Unf,1.0,352.0,TA,TA,Y,NA,NA,7,2009,WD,Normal,1203,2.0,248,0,1,110000
60,FV,75.0,8004,NA,IR1,Lvl,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,288.0,832.0,GasA,Ex,Y,SBrkr,1935,TA,8,Typ,0,NA,BuiltIn,2009.0,Fin,2.0,552.0,TA,TA,Y,NA,NA,12,2009,New,Partial,1935,3.5,150,0,1,263435
70,RL,60.0,7200,NA,Reg,Lvl,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,BLQ,0.0,560.0,GasA,Ex,Y,SBrkr,1135,Gd,6,Typ,0,NA,Detchd,1971.0,RFn,2.0,576.0,TA,TA,Y,MnPrv,NA,4,2009,WD,Normal,1135,2.0,256,0,1,155000
20,RL,60.0,8281,NA,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,BLQ,0.0,864.0,GasA,Gd,Y,SBrkr,864,TA,5,Typ,1,Po,Detchd,1965.0,Unf,1.0,360.0,TA,TA,Y,GdWo,NA,12,2009,WD,Normal,864,1.0,236,0,0,62383
70,RL,74.0,11988,NA,IR1,HLS,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,1934,1995,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,389.0,715.0,GasA,Fa,Y,FuseA,1660,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1.0,240.0,TA,TA,Y,NA,NA,8,2008,WD,Normal,1660,1.5,0,0,1,188700
20,RL,60.0,8430,NA,Reg,HLS,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,136.0,TA,TA,CBlock,Gd,TA,No,Rec,Unf,424.0,1040.0,GasA,TA,Y,SBrkr,1040,TA,5,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,NA,Y,NA,NA,8,2009,WD,Normal,1040,2.0,0,0,0,124000
120,RM,43.0,3072,NA,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1375.0,1375.0,GasA,Ex,Y,SBrkr,1414,Gd,6,Typ,1,TA,Attchd,2004.0,Fin,2.0,398.0,TA,TA,Y,NA,NA,5,2006,WD,Normal,1414,2.0,164,0,0,178740
20,RL,85.0,10628,NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,1970,1970,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,Gd,Gd,GLQ,Unf,499.0,1277.0,GasA,TA,Y,SBrkr,1277,TA,5,Typ,1,Po,Attchd,1970.0,Unf,2.0,526.0,TA,TA,Y,GdWo,NA,4,2007,WD,Normal,1277,2.0,176,0,0,167000
70,RL,79.0,9480,NA,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,2Story,5,1942,1995,Gable,CompShg,MetalSd,MetalSd,Stone,224.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,342.0,728.0,GasA,Ex,Y,SBrkr,1644,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1.0,312.0,TA,TA,Y,NA,NA,6,2007,WD,Normal,1644,1.5,168,0,1,146500
20,RL,98.0,11428,NA,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1626.0,1626.0,GasA,Ex,Y,SBrkr,1634,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3.0,866.0,TA,TA,Y,NA,NA,5,2007,WD,Normal,1634,2.0,44,0,0,250000
60,RL,76.0,9291,NA,IR1,Lvl,Corner,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,6,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,406.0,832.0,GasA,Ex,Y,SBrkr,1710,Gd,7,Typ,0,NA,Attchd,1993.0,RFn,2.0,506.0,TA,TA,Y,NA,NA,6,2008,WD,Normal,1710,2.5,214,0,1,187000
120,RL,60.0,6820,NA,IR1,Lvl,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,BLQ,0.0,1488.0,GasA,TA,Y,SBrkr,1502,Gd,4,Typ,0,NA,Attchd,1985.0,RFn,2.0,528.0,TA,TA,Y,NA,NA,6,2010,WD,Normal,1502,2.5,194,0,0,212000
60,RL,92.0,11952,NA,Reg,Lvl,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,1977,1977,Mansard,WdShake,WdShing,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,808.0,808.0,GasA,TA,Y,SBrkr,1969,TA,8,Typ,1,Gd,Attchd,1977.0,RFn,2.0,534.0,TA,TA,Y,NA,NA,11,2007,WD,Normal,1969,2.5,276,0,1,190000
180,RM,35.0,3675,NA,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,88.0,547.0,GasA,Ex,Y,SBrkr,1072,TA,5,Typ,0,NA,Basment,2005.0,RFn,2.0,525.0,TA,TA,Y,NA,NA,6,2008,WD,Normal,1072,2.0,28,0,0,148000
20,RL,110.0,14977,NA,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,304.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,626.0,1976.0,GasA,Ex,Y,SBrkr,1976,Gd,7,Typ,1,Ex,Attchd,2006.0,RFn,3.0,908.0,TA,TA,Y,NA,NA,7,2007,New,Partial,1976,3.0,313,0,0,440000
120,RL,41.0,5330,NA,Reg,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,298.0,1494.0,GasA,Ex,Y,SBrkr,1652,Ex,6,Typ,0,NA,Attchd,2000.0,RFn,2.0,499.0,TA,TA,Y,NA,NA,8,2007,WD,Normal,1652,3.0,144,0,0,251000
20,RL,80.0,8480,NA,Reg,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,340.0,970.0,GasA,TA,Y,SBrkr,970,TA,5,Typ,0,NA,Detchd,1996.0,Unf,2.0,624.0,TA,TA,Y,NA,NA,7,2007,WD,Normal,970,2.0,216,0,0,132500
20,RL,75.0,13125,NA,Reg,Lvl,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,6,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,215.0,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,484.0,1478.0,GasA,Ex,Y,SBrkr,1493,Gd,7,Typ,1,TA,Attchd,1997.0,Fin,2.0,508.0,TA,TA,Y,NA,NA,4,2008,WD,Normal,1493,3.0,179,0,0,208900
60,RL,105.0,13693,NA,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,772.0,Ex,TA,PConc,Gd,TA,Av,Unf,Unf,2153.0,2153.0,GasA,Ex,Y,SBrkr,2643,Ex,9,Typ,1,Gd,BuiltIn,2006.0,Fin,3.0,694.0,TA,TA,Y,NA,NA,3,2007,WD,Normal,2643,2.5,498,0,1,380000
20,RL,79.0,10637,NA,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,336.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,417.0,1705.0,GasA,Ex,Y,SBrkr,1718,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3.0,826.0,TA,TA,Y,NA,NA,9,2009,WD,Normal,1718,3.0,252,0,0,297000
30,RM,50.0,5925,NA,Reg,Bnk,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,1937,2000,Hip,CompShg,Stucco,Stucco,BrkCmn,435.0,TA,TA,BrkTil,Fa,TA,No,Rec,Unf,739.0,907.0,GasA,TA,Y,SBrkr,1131,TA,7,Typ,0,NA,Detchd,1995.0,Unf,2.0,672.0,TA,TA,Y,MnPrv,NA,3,2007,WD,Alloca,1131,1.0,72,0,0,89471
20,RL,98.0,16033,NA,IR1,Lvl,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,378.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,572.0,1833.0,GasA,Ex,Y,SBrkr,1850,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,3.0,772.0,TA,TA,Y,NA,NA,3,2006,WD,Normal,1850,3.0,631,0,0,326000
20,RL,72.0,11846,NA,IR1,HLS,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,562.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,225.0,1792.0,GasA,Ex,Y,SBrkr,1792,Ex,6,Typ,1,Gd,Attchd,2003.0,Fin,3.0,874.0,TA,TA,Y,NA,NA,8,2006,WD,Normal,1792,3.0,255,0,0,374000
70,RM,50.0,2500,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,1915,2005,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,TA,PConc,TA,TA,No,ALQ,Unf,611.0,910.0,GasA,Ex,Y,SBrkr,1826,Ex,7,Min2,1,Gd,Attchd,1915.0,Unf,1.0,164.0,Fa,Fa,Y,NA,NA,6,2009,WD,Normal,1826,2.5,0,0,1,155000
120,RM,32.0,4500,NA,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,6,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Ex,TA,No,GLQ,Unf,319.0,1216.0,GasA,Ex,Y,SBrkr,1216,TA,5,Typ,0,NA,Attchd,1998.0,Unf,2.0,402.0,TA,TA,Y,NA,NA,5,2006,WD,Normal,1216,3.0,125,0,0,164000
20,RL,72.0,7758,NA,IR1,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1962,2001,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,411.0,999.0,GasA,Gd,Y,SBrkr,999,Gd,6,Typ,0,NA,Detchd,1963.0,Unf,1.0,264.0,TA,TA,Y,NA,NA,3,2007,WD,Normal,999,2.0,132,0,0,132500
20,RL,80.0,9600,NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1950,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,506.0,1113.0,GasA,Gd,Y,SBrkr,1113,Gd,5,Typ,1,Gd,Attchd,1950.0,Unf,1.0,264.0,TA,TA,Y,NA,NA,7,2009,WD,Normal,1113,1.0,200,0,0,147000
20,RL,79.0,10289,NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1965,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,168.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,237.0,1073.0,GasA,TA,Y,SBrkr,1073,TA,6,Typ,0,NA,Attchd,1965.0,RFn,2.0,515.0,TA,TA,Y,NA,NA,6,2007,WD,Normal,1073,2.5,0,0,0,156000
20,RL,70.0,12243,NA,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,1971,1971,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,486.0,1484.0,GasA,Gd,Y,SBrkr,1484,TA,7,Typ,1,TA,Attchd,1971.0,Unf,2.0,487.0,TA,TA,Y,NA,NA,2,2007,WD,Normal,1484,2.0,404,0,0,175000
190,RL,60.0,10800,NA,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,1900,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,Fa,No,BLQ,Unf,290.0,954.0,GasA,TA,N,FuseA,2414,TA,10,Mod,1,Gd,Attchd,1970.0,Unf,2.0,520.0,TA,Fa,N,NA,NA,5,2006,ConLD,Normal,2414,2.0,142,0,1,160000
180,RM,21.0,1526,NA,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,1970,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,115.0,630.0,GasA,TA,Y,SBrkr,630,Gd,3,Typ,0,NA,Attchd,1970.0,Unf,1.0,286.0,TA,TA,Y,NA,NA,5,2009,WD,Normal,630,2.0,0,0,0,86000
160,RM,21.0,2665,NA,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,Unf,264.0,264.0,GasA,TA,Y,SBrkr,1304,TA,4,Typ,1,Gd,BuiltIn,1976.0,Fin,1.0,336.0,TA,TA,Y,NA,NA,6,2008,WD,Normal,1304,1.5,165,0,1,115000
50,RL,79.0,9490,NA,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Rec,238.0,806.0,GasA,TA,Y,FuseA,1578,Fa,5,Typ,2,TA,Attchd,1941.0,Unf,1.0,240.0,TA,TA,Y,MnPrv,NA,8,2006,WD,Normal,1578,2.0,32,0,1,133000
60,RL,105.0,15578,NA,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,728.0,728.0,GasA,Gd,Y,SBrkr,1456,TA,8,Typ,0,NA,Attchd,2006.0,RFn,2.0,429.0,TA,TA,Y,NA,NA,5,2006,New,Partial,1456,2.5,0,0,1,172785
20,RL,70.0,7931,NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,363.0,1269.0,GasA,TA,Y,FuseA,1269,TA,6,Typ,1,Fa,Detchd,1964.0,Unf,1.0,308.0,TA,TA,Y,NA,NA,6,2008,WD,Normal,1269,1.5,0,0,0,155000
30,RM,50.0,5784,NA,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,1938,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,190.0,190.0,GasA,Gd,Y,FuseA,886,TA,4,Typ,0,NA,Attchd,1938.0,Unf,1.0,273.0,TA,TA,Y,NA,NA,12,2009,WD,Normal,886,1.0,244,0,0,91300
30,C (all),60.0,7879,NA,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,225.0,720.0,GasA,TA,N,FuseA,720,TA,4,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,NA,N,GdWo,NA,11,2009,WD,Abnorml,720,1.0,638,0,0,34900
20,RL,89.0,12692,NA,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,1992,1993,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1969.0,3200.0,GasA,Ex,Y,SBrkr,3228,Gd,10,Typ,1,Gd,Attchd,1992.0,RFn,2.0,546.0,TA,TA,Y,NA,NA,5,2007,WD,Normal,3228,4.0,630,0,0,430000
50,RL,60.0,9120,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,TA,TA,No,Rec,Unf,697.0,1026.0,GasA,Ex,Y,SBrkr,1820,TA,8,Typ,0,NA,Detchd,1925.0,Unf,1.0,240.0,TA,TA,N,GdPrv,NA,6,2008,WD,Normal,1820,3.0,100,0,1,184000
20,RL,65.0,7800,NA,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1967,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,89.0,TA,TA,PConc,TA,TA,No,ALQ,Unf,414.0,864.0,GasA,Ex,Y,SBrkr,899,Gd,5,Typ,0,NA,Attchd,1967.0,Fin,1.0,288.0,TA,TA,Y,MnPrv,NA,6,2009,WD,Normal,899,1.0,64,0,0,130000
20,RL,70.0,7535,NA,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1958,1985,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,522.0,912.0,GasA,Fa,Y,SBrkr,912,TA,5,Typ,0,NA,Attchd,1958.0,Fin,1.0,297.0,TA,TA,Y,MnWw,Shed,6,2007,WD,Normal,912,1.5,297,0,0,120000
160,RM,21.0,1890,NA,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,316.0,672.0,GasA,TA,Y,SBrkr,1218,TA,7,Typ,0,NA,Detchd,1973.0,Unf,1.0,264.0,TA,TA,Y,NA,NA,5,2007,WD,Normal,1218,1.5,172,0,1,113000
60,FV,75.0,9803,NA,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,466.0,866.0,GasA,Gd,Y,SBrkr,1768,Gd,7,Typ,0,NA,Attchd,2005.0,RFn,2.0,603.0,TA,TA,Y,NA,NA,2,2008,WD,Normal,1768,2.5,108,0,1,226700
20,RL,70.0,9170,NA,Reg,Lvl,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,1965,1965,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,GLQ,420.0,1214.0,GasA,Ex,Y,SBrkr,1214,TA,6,Typ,0,NA,Detchd,1965.0,Unf,2.0,461.0,Fa,Fa,Y,GdPrv,Shed,4,2007,WD,Normal,1214,2.0,184,0,0,140000
20,RL,100.0,15602,NA,IR1,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,1959,1997,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,254.0,1501.0,GasA,TA,Y,SBrkr,1801,TA,6,Typ,2,TA,Attchd,1959.0,Fin,2.0,484.0,TA,TA,Y,GdWo,NA,3,2010,WD,Normal,1801,3.0,215,0,0,289000
160,RL,24.0,2308,NA,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,1974,1974,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Rec,103.0,855.0,GasA,TA,Y,SBrkr,1322,TA,6,Typ,1,Fa,Attchd,1974.0,Unf,2.0,440.0,TA,TA,Y,NA,NA,6,2009,WD,Normal,1322,3.0,260,0,1,147000
90,RM,60.0,7596,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,Duplex,2Story,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,360.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,960.0,960.0,GasA,Gd,Y,SBrkr,1960,TA,10,Typ,0,NA,Detchd,1952.0,Unf,2.0,400.0,TA,TA,N,NA,NA,7,2009,COD,Normal,1960,2.0,0,0,1,124500
60,RL,80.0,9554,NA,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,1993,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,397.0,777.0,GasA,Ex,Y,SBrkr,1911,Gd,8,Typ,1,TA,Attchd,1993.0,RFn,2.0,471.0,TA,TA,Y,NA,NA,9,2006,WD,Normal,1911,2.5,263,0,1,215000
20,FV,75.0,7862,NA,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1191.0,1218.0,GasA,Ex,Y,SBrkr,1218,Gd,4,Typ,0,NA,Attchd,2009.0,Fin,2.0,676.0,TA,TA,Y,NA,NA,9,2009,New,Partial,1218,2.0,102,0,0,208300
70,RM,60.0,9600,NA,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,TA,Ex,BrkTil,TA,TA,No,Rec,Unf,548.0,689.0,GasA,Ex,Y,SBrkr,1378,Gd,7,Typ,1,Gd,Detchd,1928.0,Unf,2.0,360.0,TA,TA,N,NA,NA,10,2008,WD,Normal,1378,2.0,116,0,1,161000
